"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.955,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.952,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.749,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.519,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.353,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.326,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.285,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.538,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.115,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.033,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2007",0.972,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2008",0.924,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.123,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.172,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.203,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.191,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.181,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.145,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.096,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.099,
"SVK","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.117,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1990",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1991",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1992",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1993",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1994",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1995",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1996",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1997",0,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.216,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.209,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.23,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.206,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.209,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.238,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.333,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.359,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.363,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.355,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.506,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.54,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.554,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.58,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.547,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.585,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.614,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.584,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.746,
"POL","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.611,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.247,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.286,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.236,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.371,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.501,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.468,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.401,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.368,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.366,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.346,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.336,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.201,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.255,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.534,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.589,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.605,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.515,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.378,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.313,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.268,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.232,
"SVN","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.182,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.522,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.518,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.352,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.3,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.169,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.552,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.414,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.374,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.293,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.649,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2009",2.119,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2010",2.118,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.831,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.63,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.559,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.543,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.972,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2016",2.096,
"EST","FAMPUBEXP","INCASH","PC_GDP","A","2017",2.023,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1980",2.319,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1981",2.249,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1982",2.246,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1983",2.175,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1984",2.069,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1985",1.985,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1986",1.851,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1987",1.555,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1988",1.525,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1989",1.57,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1990",1.544,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1991",1.481,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1992",1.396,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1993",1.378,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1994",1.258,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1995",1.253,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1996",1.125,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1997",1.144,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1998",1.413,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","1999",1.381,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2000",1.428,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2001",1.419,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2002",1.506,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2003",1.592,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2004",1.572,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2005",1.536,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2006",1.751,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2007",1.235,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2008",1.447,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2009",1.572,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2010",1.527,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2011",1.501,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2012",1.39,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2013",1.322,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2014",1.261,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2015",1.441,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2016",1.477,
"NLD","FAMPUBEXP","TOT","PC_GDP","A","2017",1.491,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1980",2.012,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1981",2.058,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1982",1.839,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1983",1.669,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1984",1.561,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1985",1.487,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1986",1.512,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1987",1.558,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1988",1.515,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1989",1.452,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1990",1.827,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1991",2.11,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1992",2.176,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1993",2.189,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1994",2.088,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1995",2.068,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1996",1.997,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1997",2.043,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1998",2.033,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","1999",2.075,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2000",2.057,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2001",2.013,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2002",2.084,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2003",2.093,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2004",2.053,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2005",2.052,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2006",1.743,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2007",1.821,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2008",1.906,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2009",2.177,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2010",2.177,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2011",2.136,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2012",2.167,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2013",2.21,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2014",2.208,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2015",2.243,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2016",2.295,
"DEU","FAMPUBEXP","TOT","PC_GDP","A","2017",2.328,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1990",1.701,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1991",1.704,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1992",1.647,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1993",1.57,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1994",1.471,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.444,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.475,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.347,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.176,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.11,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2000",0.995,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.11,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.224,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.399,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.356,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.22,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.171,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.337,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.357,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.452,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.358,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.135,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.034,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.146,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.053,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2015",0.992,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2016",0.891,
"ISL","FAMPUBEXP","INCASH","PC_GDP","A","2017",0.913,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1990",2.233,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1991",2.446,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1992",2.334,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1993",1.917,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1994",1.828,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1995",1.721,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1996",1.602,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1997",1.53,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1998",1.371,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","1999",1.364,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2000",1.326,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2001",1.242,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2002",1.261,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2003",1.165,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2004",1.232,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2005",1.519,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2006",1.482,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.781,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.804,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.831,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.843,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.664,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.61,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2013",1.632,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2014",1.518,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2015",1.496,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2016",1.497,
"CZE","FAMPUBEXP","INCASH","PC_GDP","A","2017",1.442,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1980",0.299,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1981",0.415,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1982",0.361,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1983",0.318,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1984",0.261,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1985",0.309,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1986",0.29,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1987",0.247,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1988",0.205,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1989",0.173,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1990",0.651,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1991",0.784,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1992",0.766,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1993",0.784,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1994",1.005,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1995",1,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1996",0.978,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1997",0.926,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1998",0.965,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","1999",0.911,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2000",0.818,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2001",0.758,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2002",0.726,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2003",0.757,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2004",0.777,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2005",0.779,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2006",0.74,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2007",0.84,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2008",0.839,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2009",0.954,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2010",0.97,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2011",1.003,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2012",1.16,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2013",1.322,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2014",1.363,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2015",1.277,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2016",1.255,
"GRC","FAMPUBEXP","TOT","PC_GDP","A","2017",1.623,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.804,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.847,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.858,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.854,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.865,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.841,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.889,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.943,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.881,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.894,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.859,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.868,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.83,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.849,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.904,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.966,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.865,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.912,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2013",1.032,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2014",1.028,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2015",1.029,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2016",1.063,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2017",1.123,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2018",1.123,
"ISR","FAMPUBEXP","INKIND","PC_GDP","A","2019",1.106,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1980",0.161,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1981",0.187,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1982",0.169,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1983",0.163,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1984",0.174,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1985",0.196,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1986",0.191,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1987",0.213,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1988",0.25,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1989",0.226,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.277,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.306,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.324,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.33,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.374,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.405,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.435,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.427,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.476,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.508,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.444,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.471,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.507,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.507,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.511,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.523,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.517,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.475,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.673,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.539,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.645,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.622,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.765,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.892,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.842,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.861,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.887,
"LUX","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.942,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1985",0.283,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1986",0.196,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1987",0.092,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1988",0.051,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1989",0.094,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1990",0.083,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1991",0.086,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1992",0.152,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1993",0.12,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1994",0.102,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1995",0.133,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.134,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.114,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.354,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.43,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.458,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.465,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.51,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.649,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.528,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.573,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.596,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.597,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.681,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.605,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.61,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.598,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.568,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.584,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.578,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.589,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.569,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.54,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2018",0.522,
"MEX","FAMPUBEXP","INKIND","PC_GDP","A","2019",0.525,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1980",0.45,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1981",0.42,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1982",0.392,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1983",0.392,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1984",0.372,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1985",0.36,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1986",0.195,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1987",0.192,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1988",0.2,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1989",0.196,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1990",0.213,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1991",0.305,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1992",0.298,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1993",0.304,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1994",0.292,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1995",0.29,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1996",0.256,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1997",0.12,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1998",0.135,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","1999",0.133,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","2000",0.136,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","2001",0.151,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","2002",0.149,
"USA","FAMPUBEXP","INCASH","PC_GDP","A","2003",0.152,
